rank,uid,profile,start_date,end_date,name,changesets,map_changes,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,countries,editors,hashtags,tags_create,tags_modify
2715,18664791,https://www.openstreetmap.org/user/ReyGeorgeIV,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,ReyGeorgeIV,1.0,923.0,218.0,749.0,2.0,0.0,167.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#hotosm-project-14311,#MissingMaps,#TürkiyeEQ060223","{""building"": 142, ""place"": 22, ""highway"": 3}","{""highway"": 3, ""landuse"": 2, ""shop"": 1, ""source"": 1, ""name"": 1}"
2716,18351778,https://www.openstreetmap.org/user/John%20McArdle,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,John McArdle,7.0,922.0,7245.0,532.0,226.0,87.0,57.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#awsmapathon,#yercizenler,#turkiye,#hotosm-project-14221,#hotosm-project-14225,#hotosm-project-14233,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 41, ""source"": 32, ""highway"": 16}","{""source"": 3, ""building"": 3, ""boundary"": 1, ""wikidata"": 1, ""ref:TR:lisans"": 1, ""admin_level"": 1, ""plant:output:electricity"": 1, ""addr:city"": 1, ""name"": 1, ""plant:source"": 1, ""power"": 1, ""highway"": 1, ""operator"": 1}"
2717,18427020,https://www.openstreetmap.org/user/berrakafalier9,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,berrakafalier9,6.0,922.0,1523.0,677.0,76.0,5.0,160.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14234,#turkey,#TürkiyeEQ060223","{""building"": 145, ""source"": 129, ""highway"": 15}","{""highway"": 4, ""source"": 3, ""layer"": 1}"
2718,13526430,https://www.openstreetmap.org/user/Aadesh%20Baral,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Aadesh Baral,8.0,922.0,12551.0,563.0,255.0,2.0,81.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,14.0,27.0,5.0,0.0,0.0,0.0,1.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1,JOSM/1.5 (18513 en)","#hotosm-project-14220,#yercizenler,#OMHAP,#Syria,#hotosm-project-14246,#hotosm-project-14218,#MissingMaps,#TürkiyeEQ060223","{""building"": 54, ""source"": 40, ""highway"": 27}","{""building"": 14, ""highway"": 5, ""amenity"": 1, ""source"": 1, ""barrier"": 1, ""residential"": 1, ""landuse"": 1}"
2719,8792857,https://www.openstreetmap.org/user/Admasawi,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Admasawi,2.0,921.0,0.0,752.0,1.0,0.0,167.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,JOSM/1.5 (18646 en),"#OMHAP,#Syria,#adt,#AKDN,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 167}","{""highway"": 1}"
2720,18437454,https://www.openstreetmap.org/user/Krkync,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Krkync,1.0,919.0,340.0,611.0,90.0,53.0,137.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14233,#turkey,#TürkiyeEQ060223","{""building"": 132, ""source"": 48, ""highway"": 5}","{""highway"": 14, ""name"": 8, ""boundary"": 2, ""admin_level"": 2, ""source"": 1, ""oneway"": 1, ""residential"": 1, ""landuse"": 1}"
2721,17352733,https://www.openstreetmap.org/user/Sanguli,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Sanguli,7.0,919.0,0.0,545.0,1.0,215.0,114.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#hotosm-project-14230,#OMHAP,#Syria,#AKDN,#MissingMaps,#TürkiyeEQ060223","{""building"": 114}","{""building"": 1, ""natural"": 1, ""source"": 1}"
2722,18418524,https://www.openstreetmap.org/user/rabiacikbas,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,rabiacikbas,5.0,919.0,1755.0,705.0,67.0,1.0,130.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,109.0,2.0,20.0,11.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14220,#yercizenler,#turkiye,#turkey,#TürkiyeEQ060223","{""building"": 109, ""source"": 88, ""highway"": 20, ""type"": 1}","{""highway"": 11, ""source"": 11, ""building"": 2, ""landuse"": 1}"
2723,15254985,https://www.openstreetmap.org/user/PalomaGLP,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,PalomaGLP,4.0,919.0,0.0,537.0,0.0,213.0,117.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,117.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic",RapiD 1.1.9-tm.1,"#yercizenler,#OMHAP,#Syria,#AKDN,#acnFY23,#hotosm-project-14235,#hotosm-project-14232,#accenture,#TürkiyeEQ060223,#acnfy23","{""building"": 117}","{""building"": 2, ""highway"": 1, ""source"": 1}"
2724,18489038,https://www.openstreetmap.org/user/Joseph%20Anger,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Joseph Anger,3.0,918.0,0.0,643.0,33.0,116.0,107.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14235","{""building"": 107}","{""highway"": 4}"
2725,16350032,https://www.openstreetmap.org/user/indlapre,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,indlapre,1.0,918.0,349.0,760.0,23.0,0.0,128.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#turkiye,#awsmapathon,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 121, ""source"": 40, ""highway"": 7}","{""highway"": 6, ""building"": 1}"
2726,1822925,https://www.openstreetmap.org/user/bora%20can,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,bora can,2.0,918.0,69.0,623.0,58.0,101.0,108.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,Turkey,"JOSM/1.5 (18622 en),RapiD 1.1.9-tm.1","#TürkiyeEQ060223,#hotosm-project-14218,#yercizenler,#hotosm-project-14221","{""building"": 106, ""source"": 50, ""addr:housenumber"": 8, ""addr:street"": 8, ""name"": 6, ""highway"": 2}","{""highway"": 11, ""name"": 7, ""source"": 6, ""building"": 1}"
2727,1020961,https://www.openstreetmap.org/user/Kessira,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Kessira,6.0,916.0,5073.0,666.0,136.0,2.0,98.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#TürkiyeEQ060223,#hotosm-project-14246,#OMHAP,#Syria","{""building"": 75, ""highway"": 20, ""landuse"": 3}","{""highway"": 10, ""source"": 3, ""landuse"": 3, ""building"": 1, ""residential"": 1}"
2728,10667938,https://www.openstreetmap.org/user/Georgina%20Mulcahy,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Georgina Mulcahy,10.0,916.0,0.0,709.0,7.0,3.0,192.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#hotosm-project-14230,#OMHAP,#Syria,#hotosm-project-14246,#AKDN,#MissingMaps,#Cork,#TürkiyeEQ060223,#hotosm-project-14245","{""building"": 192}","{""landuse"": 3, ""source"": 2, ""highway"": 1}"
2729,1651578,https://www.openstreetmap.org/user/rnanclares,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,rnanclares,3.0,916.0,1122.0,608.0,128.0,33.0,123.0,22.0,2.0,0.0,0.0,0.0,1.0,0.0,115.0,14.0,8.0,5.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 115, ""highway"": 8, ""bridge"": 2, ""layer"": 2, ""ford"": 1}","{""building"": 14, ""highway"": 5, ""landuse"": 3, ""source"": 1, ""layer"": 1}"
2730,12605406,https://www.openstreetmap.org/user/JosV67,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,JosV67,4.0,916.0,71.0,518.0,255.0,0.0,128.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,9.0,2.0,1.0,0.0,0.0,0.0,5.0,Syrian Arab Republic,"JOSM/1.5 (18646 nl),JOSM/1.5 (18678 nl)","#OMHAP,#Syria,#hotosm-project-14311,#AKDN,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 126, ""highway"": 2}","{""building"": 9, ""amenity"": 5, ""highway"": 1}"
2731,18649485,https://www.openstreetmap.org/user/Moowjo,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Moowjo,14.0,916.0,0.0,743.0,4.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#UPTaclobanYM,#hotosm-project-14311,#SMforST2023,#MissingMaps,#TürkiyeEQ060223","{""building"": 169}",{}
2732,10651263,https://www.openstreetmap.org/user/Yal%C4%B1n%20Y%C3%BCcesoy,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Yalın Yücesoy,5.0,915.0,0.0,696.0,2.0,28.0,176.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,176.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14233,#turkey,#TürkiyeEQ060223,#hotosm-project-14262","{""building"": 176}","{""highway"": 4, ""building"": 1, ""source"": 1, ""landuse"": 1, ""name"": 1}"
2733,18572835,https://www.openstreetmap.org/user/roogelioo,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,roogelioo,4.0,915.0,1678.0,596.0,171.0,13.0,126.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#SMforST2023,#turkey,#TürkiyeEQ060223,#hotosm-project-14262","{""source"": 126, ""building"": 110, ""highway"": 16}","{""highway"": 4, ""source"": 3, ""building"": 1}"
2734,18449916,https://www.openstreetmap.org/user/Daya_12,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Daya_12,1.0,914.0,0.0,407.0,0.0,305.0,105.0,5.0,92.0,0.0,0.0,0.0,0.0,0.0,105.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14235","{""building"": 105}","{""source"": 3, ""building"": 2, ""highway"": 2, ""landuse"": 1}"
2735,17337149,https://www.openstreetmap.org/user/Suvah,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Suvah,6.0,914.0,49.0,501.0,74.0,180.0,112.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14235","{""building"": 111, ""highway"": 1, ""name"": 1}","{""highway"": 6}"
2736,18547389,https://www.openstreetmap.org/user/Zohra%20Munir,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Zohra Munir,26.0,914.0,2735.0,789.0,4.0,11.0,105.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#hotosm-project-14230,#OMHAP,#Syria,#AKDN,#MissingMaps,#TürkiyeEQ060223","{""building"": 95, ""highway"": 10}","{""highway"": 3}"
2737,18351487,https://www.openstreetmap.org/user/nvineberg,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,nvineberg,9.0,914.0,0.0,722.0,0.0,32.0,158.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#hotosm-project-14230,#OMHAP,#Syria,#AKDN,#MissingMaps,#TürkiyeEQ060223","{""building"": 158}","{""highway"": 2}"
2738,18424642,https://www.openstreetmap.org/user/MAlexander2023,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,MAlexander2023,7.0,914.0,0.0,777.0,24.0,0.0,111.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#turkiye,#awsmapathon,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 111, ""source"": 14}","{""boundary"": 1, ""source"": 1, ""admin_level"": 1, ""landuse"": 1, ""name"": 1}"
2739,13685586,https://www.openstreetmap.org/user/Geoffrey%20El,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Geoffrey El,18.0,914.0,0.0,701.0,3.0,57.0,138.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,138.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#turkiye,#uhuzam,#hotosm-project-14264,#AKDN,#hotosm-project-14233,#cscrs,#MissingMaps,#turkey,#hotosm-project-14235,#hotosm-project-14232,#TürkiyeEQ060223","{""building"": 138}","{""highway"": 3, ""building"": 1, ""landuse"": 1, ""source"": 1}"
2740,18472769,https://www.openstreetmap.org/user/garth2076,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,garth2076,17.0,913.0,92.0,725.0,4.0,45.0,112.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,99.0,18.0,8.0,3.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 99, ""highway"": 8, ""leisure"": 4, ""landuse"": 1}","{""building"": 18, ""highway"": 3, ""source"": 3, ""surface"": 1}"
2741,14062540,https://www.openstreetmap.org/user/rhgantya,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,rhgantya,1.0,913.0,253.0,740.0,0.0,3.0,168.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#hotosm-project-14230,#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223","{""building"": 164, ""highway"": 4}","{""highway"": 2}"
2742,18664847,https://www.openstreetmap.org/user/miguelo01,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,miguelo01,4.0,912.0,7003.0,663.0,0.0,86.0,135.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#hotosm-project-14311,#MissingMaps,#TürkiyeEQ060223","{""building"": 104, ""highway"": 31}","{""highway"": 6, ""source"": 3, ""surface"": 1, ""oneway"": 1}"
2743,10692878,https://www.openstreetmap.org/user/Jen_M,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Jen_M,11.0,912.0,0.0,742.0,2.0,4.0,161.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic",RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#uhuzam,#hotosm-project-14264,#hotosm-project-14233,#cscrs,#turkey,#TürkiyeEQ060223,#cork","{""building"": 161}","{""highway"": 2, ""landuse"": 1, ""source"": 1}"
2744,18428218,https://www.openstreetmap.org/user/Hendriksen,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Hendriksen,8.0,911.0,1323.0,734.0,0.0,5.0,167.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,160.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14221,#hotosm-project-14225,#turkey,#TürkiyeEQ060223","{""building"": 160, ""source"": 154, ""building:levels"": 51, ""height"": 7, ""highway"": 4, ""bicycle"": 2, ""surface"": 2, ""landuse"": 2, ""foot"": 2, ""horse"": 2, ""capacity"": 1, ""type"": 1, ""tracktype"": 1, ""motor_vehicle"": 1, ""width"": 1, ""name:nl"": 1}","{""building"": 3, ""building:levels"": 2, ""check_date"": 1, ""construction"": 1}"
2745,10545405,https://www.openstreetmap.org/user/AntSom,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,AntSom,6.0,911.0,7028.0,731.0,84.0,18.0,66.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,23.0,11.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#turkey,#hotosm-project-14235,#TürkiyeEQ060223,#hotosm-project-14262","{""building"": 43, ""source"": 41, ""highway"": 23}","{""highway"": 11, ""source"": 8, ""surface"": 2, ""fixme"": 1}"
2746,8666226,https://www.openstreetmap.org/user/ElisaMZ,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,ElisaMZ,6.0,910.0,0.0,614.0,4.0,111.0,151.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#turkiye,#yercizenler,#hotosm-project-14233,#turkey,#TürkiyeEQ060223,#cork","{""building"": 151}",{}
2747,18427806,https://www.openstreetmap.org/user/Elysia101,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Elysia101,7.0,910.0,0.0,753.0,4.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#TürkiyeEQ060223,#OMHAP,#hotosm-project-14245,#Syria","{""building"": 153}",{}
2748,15386999,https://www.openstreetmap.org/user/adeebhuc,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,adeebhuc,3.0,910.0,757.0,624.0,40.0,144.0,98.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#turkey,#TürkiyeEQ060223,#hotosm-project-14262","{""building"": 94, ""source"": 72, ""highway"": 4}","{""highway"": 3, ""source"": 2}"
2749,14897552,https://www.openstreetmap.org/user/Susanne%20Walden,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Susanne Walden,3.0,909.0,0.0,718.0,6.0,0.0,179.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232,#hotosm-project-14245","{""building"": 179}","{""building"": 5, ""source"": 4, ""landuse"": 1}"
2750,12907432,https://www.openstreetmap.org/user/SaraPS,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,SaraPS,2.0,909.0,0.0,511.0,0.0,218.0,124.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14233,#turkey,#TürkiyeEQ060223","{""building"": 124}","{""source"": 2, ""landuse"": 1, ""highway"": 1}"
2751,619550,https://www.openstreetmap.org/user/mbforr,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,mbforr,1.0,909.0,0.0,726.0,27.0,18.0,133.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,133.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#turkiye,#awsmapathon,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 133, ""source"": 6}","{""name"": 3, ""building"": 3, ""amenity"": 2, ""wikidata"": 2, ""religion"": 2, ""addr:postcode"": 1, ""addr:housenumber"": 1, ""addr:city"": 1, ""addr:street"": 1, ""addr:neighbourhood"": 1, ""wikipedia"": 1, ""addr:district"": 1, ""highway"": 1}"
2752,18416794,https://www.openstreetmap.org/user/%C5%9Fule%20bacak,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,şule bacak,12.0,909.0,12016.0,839.0,0.0,19.0,33.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.0,0.0,2.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14219","{""highway"": 33, ""source"": 27}","{""highway"": 11, ""source"": 6, ""waterway"": 2, ""substance"": 1, ""location"": 1, ""man_made"": 1, ""name"": 1, ""operator"": 1}"
2753,18413496,https://www.openstreetmap.org/user/Bayanvecihi,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Bayanvecihi,5.0,908.0,13999.0,778.0,47.0,35.0,34.0,6.0,8.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,28.0,5.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#hotosm-project-14218,#yercizenler","{""highway"": 28, ""surface"": 19, ""source"": 16, ""building"": 6}","{""source"": 9, ""power"": 5, ""highway"": 5, ""surface"": 2, ""landuse"": 1}"
2754,18423360,https://www.openstreetmap.org/user/esra53,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,esra53,7.0,908.0,1697.0,704.0,51.0,20.0,119.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,110.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14221,#hotosm-project-14234,#turkey,#TürkiyeEQ060223","{""building"": 110, ""source"": 26, ""highway"": 8, ""type"": 1, ""landuse"": 1}","{""highway"": 5, ""source"": 5, ""building"": 2, ""note"": 1}"
2755,18364340,https://www.openstreetmap.org/user/Indri%20Pace,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Indri Pace,5.0,907.0,0.0,647.0,48.0,55.0,143.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#yercizenler,#awsmapathon,#turkiye,#helpngo,#turkey,#hotosm-project-14235,#TürkiyeEQ060223","{""building"": 143, ""source"": 142}",{}
2756,18535540,https://www.openstreetmap.org/user/cgeorgiou,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,cgeorgiou,2.0,907.0,0.0,746.0,65.0,1.0,80.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14235","{""building"": 80, ""source"": 1}","{""building"": 13, ""source"": 3, ""highway"": 2}"
2757,18436307,https://www.openstreetmap.org/user/VOLOF,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,VOLOF,2.0,907.0,0.0,733.0,0.0,7.0,163.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14233,#turkey,#TürkiyeEQ060223","{""building"": 163, ""source"": 7, ""building:levels"": 1, ""height"": 1}","{""highway"": 2, ""source"": 2}"
2758,13600653,https://www.openstreetmap.org/user/James%20waichoka,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,James waichoka,8.0,906.0,3560.0,700.0,8.0,65.0,117.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14226,#hotosm-project-14230,#awsmapathon,#OMHAP,#Syria,#yercizenler,#turkiye,#AKDN,#helpngo,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14262","{""building"": 110, ""source"": 8, ""highway"": 7, ""name"": 2}","{""highway"": 3}"
2759,18531646,https://www.openstreetmap.org/user/mroth9,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,mroth9,6.0,906.0,119.0,716.0,0.0,14.0,170.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 169, ""highway"": 1}","{""highway"": 3, ""source"": 2}"
2760,14439511,https://www.openstreetmap.org/user/D%C4%B0LAN%20BALCIO%C4%9ELU,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,DİLAN BALCIOĞLU,34.0,905.0,4790.0,602.0,158.0,12.0,115.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,46.0,2.0,69.0,14.0,0.0,0.0,0.0,1.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14220,#yercizenler,#turkiye,#hotosm-project-14221,#hotosm-project-14234,#hotosm-project-14219,#hotosm-project-14218,#turkey,#hotosm-project-14235,#TürkiyeEQ060223","{""highway"": 69, ""building"": 46, ""source"": 41}","{""highway"": 14, ""source"": 13, ""building"": 2, ""amenity"": 1, ""oneway"": 1, ""cutting"": 1, ""name"": 1, ""name:en"": 1}"
