rank,uid,profile,start_date,end_date,name,changesets,map_changes,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,countries,editors,hashtags,tags_create,tags_modify
556,680067,https://www.openstreetmap.org/user/amritkarma,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,amritkarma,40.0,6333.0,4004.0,2562.0,2938.0,78.0,542.0,200.0,13.0,0.0,0.0,0.0,0.0,1.0,492.0,152.0,40.0,31.0,0.0,0.0,0.0,1.0,"Turkey,Syrian Arab Republic",JOSM/1.5 (18646 en),"#OMHAP,#Syria,#hotosm-project-14246,#SolidarityMapping,#SMforST2023,#OSMNepal,#MissingMaps,#OSMNppal,#TürkiyeEQ060223","{""building"": 492, ""highway"": 40, ""barrier"": 10}","{""building"": 152, ""highway"": 31, ""source"": 20, ""landuse"": 12, ""residential"": 6, ""building:part"": 5, ""name"": 3, ""note"": 2, ""refugee"": 2, ""service"": 2, ""surface"": 1, ""name:en"": 1, ""place"": 1, ""amenity"": 1, ""noname"": 1, ""religion"": 1}"
557,18435647,https://www.openstreetmap.org/user/LarisaP,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,LarisaP,148.0,6316.0,561.0,4526.0,657.0,248.0,811.0,41.0,32.0,0.0,1.0,0.0,0.0,4.0,798.0,22.0,13.0,20.0,0.0,0.0,0.0,2.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#UNMappers,#yercizenler,#OMHAP,#Syria,#hotosm-project-14232,#AKDN,#mappedsomebuildings,#MissingMaps,#hotosm-project-14235,#addednewbuildings,#TürkiyeEQ060223,#hotosm-project-14245","{""building"": 798, ""source"": 36, ""highway"": 13}","{""building"": 22, ""highway"": 20, ""name"": 10, ""oneway"": 6, ""source"": 3, ""amenity"": 2, ""crossing"": 1, ""name:ku"": 1, ""type"": 1, ""network"": 1, ""ref"": 1, ""route"": 1, ""name:en"": 1, ""place"": 1, ""healthcare"": 1}"
558,437598,https://www.openstreetmap.org/user/dmgroom_ct,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,dmgroom_ct,26.0,6288.0,12405.0,4994.0,237.0,5.0,966.0,84.0,0.0,2.0,0.0,0.0,2.0,2.0,887.0,10.0,58.0,65.0,0.0,0.0,0.0,1.0,"Turkey,Syrian Arab Republic","JOSM/1.5 (18622 en_GB),JOSM/1.5 (18646 en_GB)","#yercizenler,#OMHAP,#Syria,#hotosm-project-14221,#turkiye,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14245","{""building"": 887, ""highway"": 58, ""natural"": 16, ""source"": 5, ""landuse"": 4, ""power"": 3, ""type"": 2}","{""highway"": 65, ""source"": 19, ""building"": 10, ""surface"": 4, ""landuse"": 4, ""power"": 4, ""amenity"": 1, ""public_transport"": 1, ""bus"": 1, ""oneway"": 1, ""name"": 1}"
559,8494160,https://www.openstreetmap.org/user/Christina128,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Christina128,7.0,6246.0,26380.0,5112.0,50.0,26.0,1032.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,82.0,10.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#TürkiyeEQ060223,#hotosm-project-14246,#OMHAP,#Syria","{""building"": 950, ""highway"": 82}","{""source"": 10, ""highway"": 10, ""landuse"": 8, ""residential"": 4, ""surface"": 2, ""ref"": 2}"
560,18417344,https://www.openstreetmap.org/user/Milikkk,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Milikkk,47.0,6243.0,20777.0,4734.0,291.0,282.0,869.0,31.0,35.0,0.0,1.0,0.0,0.0,2.0,783.0,0.0,86.0,30.0,0.0,0.0,0.0,1.0,Turkey,RapiD 1.1.9-tm.1,"#yolgeometrisidüzenlendi,#yenibinaeklendi,#hotosm-project-14220,#yercizenler,#turkiye,#hotosm-project-14234,#turkey,#TürkiyeEQ060223","{""source"": 825, ""building"": 783, ""highway"": 86}","{""highway"": 30, ""source"": 11, ""name"": 7, ""oneway"": 4, ""boundary"": 2, ""admin_level"": 2, ""ref"": 2, ""amenity"": 1, ""type"": 1, ""motor_vehicle"": 1, ""lanes"": 1, ""maxspeed"": 1, ""place"": 1}"
561,9647183,https://www.openstreetmap.org/user/Baumpilz,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Baumpilz,31.0,6225.0,30330.0,4442.0,894.0,24.0,780.0,72.0,13.0,0.0,0.0,0.0,3.0,22.0,721.0,13.0,58.0,55.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#hotosm-project-14221,#turkiye,#AKDN,#hotosm-project-14233,#hotosm-project-14234,#hotosm-project-14219,#hotosm-project-14218,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 721, ""source"": 319, ""highway"": 58, ""railway"": 3, ""leisure"": 1}","{""highway"": 55, ""source"": 44, ""building"": 13, ""power"": 12, ""railway"": 8, ""usage"": 4, ""gauge"": 4, ""service"": 4, ""electrified"": 4, ""tracktype"": 3, ""surface"": 3, ""oneway"": 2, ""smoothness"": 2, ""layer"": 1, ""building:roof"": 1, ""name"": 1, ""building:levels"": 1}"
562,4814822,https://www.openstreetmap.org/user/Ohene123,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Ohene123,38.0,6219.0,12018.0,1817.0,3964.0,41.0,166.0,223.0,6.0,2.0,0.0,0.0,0.0,0.0,151.0,135.0,15.0,80.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","JOSM/1.5 (18646 en_GB),RapiD 1.1.9-tm.1","#hotosm-project-14230,#yercizenler,#OMHAP,#Syria,#turkiye,#lovemaps,#AKDN,#hotosm-project-14219,#hotosm-project-14218,#28for28,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 151, ""source"": 48, ""highway"": 15, ""surface"": 6, ""type"": 2, ""damage:type"": 1, ""damage:event"": 1, ""damage:date"": 1, ""earthquake:damage"": 1}","{""building"": 135, ""highway"": 80, ""source"": 67, ""landuse"": 6, ""damage:type"": 5, ""damage:event"": 5, ""damage:date"": 5, ""earthquake:damage"": 5, ""surface"": 4, ""addr:street"": 3, ""layer"": 1}"
563,18440390,https://www.openstreetmap.org/user/Patriciafer,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Patriciafer,38.0,6206.0,8911.0,4414.0,46.0,1106.0,501.0,43.0,94.0,1.0,0.0,1.0,0.0,0.0,484.0,24.0,15.0,16.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#turkiye,#awsmapathon,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 484, ""layer"": 39, ""source"": 23, ""highway"": 15, ""type"": 1, ""leisure"": 1}","{""building"": 24, ""highway"": 16, ""source"": 8, ""layer"": 2, ""landuse"": 2, ""boundary"": 1, ""admin_level"": 1, ""oneway"": 1}"
564,18435435,https://www.openstreetmap.org/user/Jokevl,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Jokevl,39.0,6158.0,7255.0,4969.0,86.0,57.0,1003.0,35.0,8.0,0.0,0.0,0.0,2.0,0.0,987.0,5.0,16.0,19.0,0.0,2.0,0.0,1.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14233,#turkey,#TürkiyeEQ060223","{""building"": 987, ""source"": 716, ""highway"": 16, ""layer"": 4, ""ford"": 2}","{""highway"": 19, ""source"": 19, ""building"": 5, ""boundary"": 3, ""admin_level"": 3, ""landuse"": 3, ""damage:date"": 3, ""damage:type"": 3, ""destroyed:building"": 3, ""name"": 3, ""damage:event"": 3, ""earthquake:damage"": 3, ""waterway"": 2, ""oneway"": 2, ""voltage"": 2, ""power"": 2, ""natural"": 2, ""intermittent"": 1, ""layer"": 1, ""amenity"": 1, ""maxspeed"": 1}"
565,12344479,https://www.openstreetmap.org/user/ZhannaB,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,ZhannaB,19.0,6132.0,25837.0,4830.0,282.0,76.0,839.0,90.0,15.0,0.0,0.0,0.0,8.0,8.0,761.0,3.0,78.0,67.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 761, ""highway"": 78, ""power"": 7, ""source"": 5, ""barrier"": 1}","{""highway"": 67, ""landuse"": 17, ""source"": 14, ""power"": 10, ""building"": 3, ""surface"": 3, ""barrier"": 1}"
566,5686224,https://www.openstreetmap.org/user/Boyan%20Alexiev,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Boyan Alexiev,49.0,6129.0,17560.0,3334.0,1974.0,9.0,354.0,452.0,6.0,0.0,0.0,0.0,34.0,3.0,241.0,54.0,93.0,368.0,1.0,2.0,1.0,1.0,Turkey,"JOSM/1.5 (18583 en),JOSM/1.5 (18646 en)","#hotosm-project-14226,#turkiye,#awsmapathon,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 241, ""highway"": 93, ""source"": 81, ""power"": 33, ""surface"": 20, ""tracktype"": 14, ""natural"": 11, ""landuse"": 4, ""barrier"": 3, ""sidewalk"": 2, ""name"": 2, ""service"": 2, ""route_ref"": 2, ""waterway"": 1, ""boat"": 1, ""intermittent"": 1, ""place"": 1, ""amenity"": 1, ""access"": 1, ""construction"": 1}","{""highway"": 368, ""source"": 310, ""building"": 54, ""surface"": 34, ""power"": 34, ""generator:source"": 31, ""generator:method"": 31, ""generator:type"": 31, ""landuse"": 19, ""name"": 10, ""tracktype"": 7, ""route_ref"": 7, ""lanes"": 4, ""ref"": 4, ""place"": 3, ""barrier"": 3, ""oneway"": 3, ""waterway"": 2, ""layer"": 2, ""name:ku"": 2, ""religion"": 2, ""service"": 2, ""name:bg"": 2, ""boundary"": 1, ""shop"": 1, ""water"": 1, ""man_made"": 1, ""denomination"": 1, ""manufacturer"": 1, ""voltage"": 1, ""alt_name"": 1, ""noname"": 1, ""wikipedia"": 1, ""MCM"": 1, ""wikidata"": 1, ""intermittent"": 1, ""amenity"": 1, ""access"": 1, ""fixme"": 1, ""length"": 1, ""bridge"": 1, ""natural"": 1}"
567,14570006,https://www.openstreetmap.org/user/fikriirvan,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,fikriirvan,29.0,6108.0,13995.0,4715.0,323.0,84.0,922.0,51.0,13.0,0.0,0.0,0.0,0.0,2.0,774.0,2.0,143.0,31.0,0.0,0.0,5.0,6.0,Syrian Arab Republic,iD 2.21.1,"#hotosm-project-14230,#OMHAP,#Syria,#hotosm-project-14246,#hotosm-project-14311,#AKDN,#SMforST2023,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 774, ""highway"": 143, ""amenity"": 5, ""source"": 4, ""name"": 4, ""residential"": 2}","{""highway"": 31, ""source"": 11, ""name"": 10, ""residential"": 8, ""landuse"": 7, ""amenity"": 6, ""oneway"": 5, ""natural"": 5, ""note"": 4, ""refugee"": 4, ""name:ar"": 4, ""name:en"": 2, ""tourism"": 2, ""building"": 2}"
568,155910,https://www.openstreetmap.org/user/JamesL,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,JamesL,75.0,6066.0,14744.0,4476.0,637.0,53.0,755.0,140.0,5.0,0.0,0.0,0.0,0.0,0.0,692.0,69.0,50.0,57.0,6.0,3.0,0.0,0.0,"Turkey,Syrian Arab Republic",RapiD 1.1.9-tm.1,"#hotosm-project-14226,#hotosm-project-14220,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14221,#yercizenler,#turkiye,#hotosm-project-14225,#AKDN,#hotosm-project-14219,#hotosm-project-14218,#helpngo,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 692, ""highway"": 50, ""waterway"": 6, ""leisure"": 4, ""layer"": 4, ""tunnel"": 3, ""area"": 3, ""landuse"": 3, ""bridge"": 1}","{""building"": 69, ""highway"": 57, ""source"": 45, ""landuse"": 7, ""name"": 4, ""power"": 4, ""waterway"": 3, ""name:tr"": 2, ""oneway"": 2, ""boat"": 2, ""surface"": 2, ""ref:ar"": 1, ""area"": 1, ""layer"": 1, ""smoothness"": 1, ""ref"": 1, ""farmland"": 1, ""building:levels"": 1, ""name:ar"": 1}"
569,12190699,https://www.openstreetmap.org/user/SUPER%20HEROS%2067,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,SUPER HEROS 67,18.0,6053.0,6863.0,2887.0,2653.0,4.0,448.0,58.0,3.0,0.0,0.0,0.0,0.0,3.0,418.0,1.0,29.0,53.0,0.0,0.0,0.0,2.0,Turkey,JOSM/1.5 (18646 fr),"#hotosm-project-14226,#yercizenler,#awsmapathon,#turkiye,#hotosm-project-14233,#hotosm-project-14218,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 418, ""highway"": 29, ""landuse"": 1, ""source"": 1}","{""highway"": 53, ""source"": 29, ""landuse"": 5, ""oneway"": 4, ""ref"": 3, ""amenity"": 2, ""name"": 2, ""direction"": 1, ""building"": 1, ""surface"": 1}"
570,18411572,https://www.openstreetmap.org/user/%C4%B1lgaz,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,ılgaz,26.0,6052.0,8108.0,4694.0,231.0,90.0,977.0,42.0,16.0,2.0,0.0,0.0,0.0,0.0,943.0,15.0,33.0,24.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14220,#yercizenler,#hotosm-project-14219,#hotosm-project-14218,#TürkiyeEQ060223","{""building"": 943, ""source"": 822, ""highway"": 33, ""type"": 2, ""surface"": 1, ""landuse"": 1}","{""highway"": 24, ""source"": 16, ""building"": 15, ""name"": 14, ""oneway"": 5, ""ref"": 3, ""surface"": 2, ""landuse"": 1, ""name:ku"": 1}"
571,1424448,https://www.openstreetmap.org/user/nlehuby,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,nlehuby,21.0,6041.0,33427.0,4752.0,64.0,134.0,1042.0,17.0,32.0,0.0,0.0,0.0,0.0,0.0,942.0,0.0,100.0,16.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1,RapiD 1.1.9","#yercizenler,#OMHAP,#Syria,#turkiye,#hotosm-project-14246,#hotosm-project-14225,#AKDN,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 942, ""source"": 791, ""highway"": 100}","{""highway"": 16, ""source"": 8, ""landuse"": 1}"
572,578362,https://www.openstreetmap.org/user/unknown365,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,unknown365,83.0,6040.0,70989.0,4845.0,313.0,67.0,614.0,185.0,16.0,0.0,0.0,0.0,5.0,0.0,213.0,10.0,368.0,171.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14226,#hotosm-project-14220,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14221,#yercizenler,#turkiye,#AKDN,#hotosm-project-14234,#hotosm-project-14218,#helpngo,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""highway"": 368, ""building"": 213, ""source"": 195, ""barrier"": 14, ""area"": 11, ""leisure"": 9, ""sport"": 9, ""oneway"": 6, ""natural"": 6, ""man_made"": 4, ""tunnel"": 3, ""layer"": 3, ""entrance"": 2, ""railway"": 1, ""landuse"": 1, ""service"": 1, ""wall"": 1}","{""highway"": 171, ""source"": 84, ""name"": 16, ""surface"": 11, ""oneway"": 10, ""building"": 10, ""ref"": 8, ""name:ku"": 2, ""natural"": 2, ""water"": 1, ""railway"": 1, ""tracktype"": 1, ""layer"": 1, ""usage"": 1, ""landuse"": 1, ""voltage"": 1, ""alt_name"": 1, ""gauge"": 1, ""frequency"": 1, ""service"": 1, ""electrified"": 1, ""lanes"": 1}"
573,18415540,https://www.openstreetmap.org/user/aydiner,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,aydiner,77.0,6037.0,11621.0,4244.0,465.0,317.0,937.0,43.0,31.0,0.0,0.0,0.0,0.0,0.0,903.0,20.0,34.0,20.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic",RapiD 1.1.9-tm.1,"#yercizenler,#OMHAP,#Syria,#hotosm-project-14221,#turkiye,#AKDN,#hotosm-project-14234,#hotosm-project-14219,#hotosm-project-14218,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 903, ""source"": 510, ""highway"": 34, ""layer"": 22, ""name"": 1}","{""building"": 20, ""highway"": 20, ""source"": 15, ""layer"": 6, ""boundary"": 2, ""admin_level"": 2, ""landuse"": 1}"
574,462898,https://www.openstreetmap.org/user/alexanderW,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,alexanderW,45.0,6026.0,35849.0,3725.0,1771.0,33.0,314.0,175.0,8.0,0.0,0.0,0.0,2.0,5.0,204.0,5.0,107.0,155.0,1.0,6.0,2.0,1.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14226,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14221,#yercizenler,#turkiye,#hotosm-project-14225,#AKDN,#helpngo,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""source"": 215, ""building"": 204, ""highway"": 107, ""layer"": 3, ""bridge"": 3, ""amenity"": 2, ""ford"": 2, ""waterway"": 1, ""irrigation"": 1}","{""highway"": 155, ""source"": 85, ""name"": 15, ""surface"": 14, ""oneway"": 9, ""waterway"": 6, ""ref"": 5, ""building"": 5, ""landuse"": 4, ""boat"": 3, ""name:ku"": 3, ""name:ar"": 2, ""intermittent"": 2, ""name:en"": 2, ""leisure"": 2, ""junction"": 2, ""power"": 2, ""communication:mobile_phone"": 1, ""boundary"": 1, ""water"": 1, ""admin_level"": 1, ""tourism"": 1, ""man_made"": 1, ""irrigation"": 1, ""place"": 1, ""alt_name"": 1, ""int_name"": 1, ""residential"": 1, ""lanes"": 1, ""communication:microwave"": 1, ""name:fr"": 1, ""amenity"": 1, ""tower:type"": 1, ""religion"": 1, ""name:ar1"": 1, ""addr:province"": 1, ""height"": 1, ""name:de"": 1, ""natural"": 1, ""operator"": 1}"
575,11295416,https://www.openstreetmap.org/user/Narayan%20Thapa,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Narayan Thapa,19.0,6019.0,2874.0,4155.0,830.0,4.0,994.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,30.0,4.0,1.0,1.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.24.2,JOSM/1.5 (18621 en)","#hotosm-project-14230,#yercizenler,#OMHAP,#Syria,#turkiye,#uhuzam,#hotosm-project-14264,#AKDN,#cscrs,#MissingMaps,#turkey,#hotosm-project-14235,#hotosm-project-14232,#TürkiyeEQ060223","{""building"": 989, ""damage:type"": 5, ""damage:event"": 5, ""damage:date"": 5, ""earthquake:damage"": 5, ""source"": 4, ""highway"": 4, ""waterway"": 1, ""irrigation"": 1, ""area"": 1}","{""building"": 30, ""source"": 24, ""damage:type"": 22, ""damage:date"": 22, ""damage:event"": 21, ""earthquake:damage"": 21, ""demolished:building"": 10, ""landuse"": 5, ""source:url"": 2, ""damage_gra"": 1, ""damaged:building"": 1, ""highway"": 1}"
576,6522497,https://www.openstreetmap.org/user/Safrano,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Safrano,21.0,6018.0,12161.0,4143.0,1014.0,20.0,724.0,114.0,3.0,0.0,0.0,0.0,0.0,0.0,684.0,75.0,40.0,34.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14226,#awsmapathon,#OMHAP,#Syria,#yercizenler,#turkiye,#hotosm-project-14246,#AKDN,#hotosm-project-14234,#helpngo,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232,#hotosm-project-14245","{""building"": 684, ""highway"": 40, ""source"": 28, ""surface"": 18}","{""building"": 75, ""highway"": 34, ""source"": 25, ""surface"": 15, ""landuse"": 5, ""residential"": 2, ""lanes"": 1, ""oneway"": 1, ""ref"": 1, ""name"": 1}"
577,18421171,https://www.openstreetmap.org/user/TomM2003,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,TomM2003,37.0,6016.0,43109.0,5059.0,87.0,38.0,762.0,47.0,23.0,0.0,0.0,0.0,2.0,0.0,551.0,0.0,211.0,41.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#turkiye,#AKDN,#hotosm-project-14234,#hotosm-project-14219,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 551, ""source"": 337, ""highway"": 211, ""ford"": 2, ""layer"": 2}","{""highway"": 41, ""source"": 21, ""surface"": 5, ""name"": 3, ""landuse"": 3, ""man_made"": 2, ""historic"": 2, ""name:tr"": 1, ""alt_name"": 1, ""wikidata"": 1, ""ref"": 1, ""tracktype"": 1, ""historic:civilization"": 1, ""wikipedia"": 1, ""name:ar"": 1}"
578,12792323,https://www.openstreetmap.org/user/D%26A_Maps,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,D&A_Maps,12.0,5988.0,1516.0,3347.0,1736.0,134.0,726.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,693.0,4.0,33.0,16.0,0.0,0.0,0.0,2.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#hotosm-project-14246,#MissingMaps,#TürkiyeEQ060223","{""building"": 693, ""highway"": 33, ""layer"": 11}","{""highway"": 16, ""source"": 9, ""surface"": 6, ""building"": 4, ""residential"": 4, ""landuse"": 3, ""amenity"": 2, ""oneway"": 2, ""ref"": 2, ""layer"": 2}"
579,18449792,https://www.openstreetmap.org/user/Rumeysanur%20Celep,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Rumeysanur Celep,32.0,5987.0,34155.0,4297.0,423.0,351.0,792.0,57.0,67.0,0.0,0.0,0.0,0.0,1.0,683.0,1.0,106.0,51.0,3.0,1.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#yercizenler,#awsmapathon,#turkiye,#helpngo,#turkey,#hotosm-project-14235,#TürkiyeEQ060223","{""source"": 688, ""building"": 683, ""highway"": 106, ""waterway"": 3, ""tunnel"": 2, ""layer"": 2}","{""highway"": 51, ""source"": 34, ""name"": 3, ""boundary"": 2, ""admin_level"": 2, ""wikidata"": 1, ""waterway"": 1, ""surface"": 1, ""name:ku"": 1, ""landuse"": 1, ""place"": 1, ""old_name"": 1, ""ref"": 1, ""building"": 1, ""road_marking"": 1, ""wikipedia"": 1, ""lanes"": 1, ""natural"": 1}"
580,18440413,https://www.openstreetmap.org/user/nerililerle,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,nerililerle,22.0,5985.0,6508.0,3866.0,1222.0,101.0,744.0,45.0,7.0,0.0,0.0,0.0,0.0,1.0,719.0,23.0,25.0,18.0,0.0,0.0,0.0,2.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14221,#turkey,#TürkiyeEQ060223,#hotosm-project-14262","{""building"": 719, ""source"": 466, ""highway"": 25}","{""building"": 23, ""highway"": 18, ""source"": 15, ""name"": 8, ""addr:city"": 2, ""landuse"": 2, ""amenity"": 2, ""boundary"": 1, ""oneway"": 1, ""admin_level"": 1, ""man_made"": 1, ""addr:housenumber"": 1, ""denomination"": 1, ""damage:date"": 1, ""damage:type"": 1, ""religion"": 1, ""office"": 1, ""addr:street"": 1, ""damage:event"": 1, ""parking"": 1, ""earthquake:damage"": 1}"
581,6658891,https://www.openstreetmap.org/user/marius851000,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,marius851000,26.0,5947.0,21989.0,4069.0,771.0,191.0,778.0,108.0,21.0,8.0,0.0,1.0,0.0,0.0,645.0,46.0,118.0,48.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,"iD 2.21.1,JOSM/1.5 (18646 fr),RapiD 1.1.9-tm.1","#OMHAP,#Syria,#hotosm-project-14311,#AKDN,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232,#hotosm-project-14245","{""building"": 645, ""highway"": 118, ""source"": 26, ""access"": 9, ""type"": 8, ""man_made"": 3, ""generator:source"": 1, ""generator:output:electricity"": 1, ""generator:type"": 1, ""ruins"": 1, ""generator:method"": 1, ""power"": 1}","{""highway"": 48, ""building"": 46, ""source"": 16, ""landuse"": 14, ""access"": 9, ""oneway"": 4, ""surface"": 2, ""name:en"": 1, ""ref"": 1, ""name"": 1, ""barrier"": 1, ""layer"": 1}"
582,11390791,https://www.openstreetmap.org/user/geojosh77,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,geojosh77,13.0,5941.0,792.0,3570.0,1388.0,81.0,746.0,151.0,5.0,0.0,0.0,0.0,0.0,0.0,734.0,127.0,12.0,20.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic",JOSM/1.5 (18646 en),"#hotosm-project-14226,#awsmapathon,#OMHAP,#Syria,#yercizenler,#turkiye,#AKDN,#hotosm-project-14234,#helpngo,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 734, ""highway"": 12}","{""building"": 127, ""source"": 21, ""highway"": 20, ""layer"": 5, ""landuse"": 2, ""name"": 2, ""place"": 1}"
583,1088559,https://www.openstreetmap.org/user/GabrielV,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,GabrielV,22.0,5938.0,10134.0,2871.0,2365.0,23.0,542.0,136.0,1.0,0.0,0.0,0.0,0.0,2.0,464.0,99.0,78.0,37.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#hotosm-project-14221,#turkiye,#hotosm-project-14246,#MissingMaps,#turkey,#TürkiyeEQ060223","{""building"": 464, ""highway"": 78, ""layer"": 1}","{""building"": 99, ""highway"": 37, ""source"": 18, ""name"": 3, ""tower:type"": 2, ""man_made"": 2, ""ref"": 2, ""surface"": 2}"
