rank,name,profile,uid,changesets,map_changes,countries,editors,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
180,Noemie Gonzalez - EWB-SWE,https://www.openstreetmap.org/user/Noemie%20Gonzalez%20-%20EWB-SWE,13469919,1,19,Turkey,RapiD 1.1.9-tm.1,280,8,9,0,2,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"{""highway"": 2}",{},"#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
181,Celestina Neupane,https://www.openstreetmap.org/user/Celestina%20Neupane,18459630,1,15,Syrian Arab Republic,JOSM/1.5 (18646 en),0,12,0,0,3,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 3}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
182,Ashok Thakulla,https://www.openstreetmap.org/user/Ashok%20Thakulla,10963925,1,13,Turkey,RapiD 1.1.9-tm.1,0,6,6,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 1, ""source"": 1}",{},"#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
183,emmarice,https://www.openstreetmap.org/user/emmarice,17478190,1,12,Turkey,RapiD 1.1.9-tm.1,0,10,0,0,2,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 2}",{},"#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
184,Marissa Weinzirl,https://www.openstreetmap.org/user/Marissa%20Weinzirl,18636029,1,10,Syrian Arab Republic,iD 2.21.1,0,2,6,0,1,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 1}","{""building"": 1, ""source"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
185,Erick tamba,https://www.openstreetmap.org/user/Erick%20tamba,10570996,1,7,Syrian Arab Republic,JOSM/1.5 (17919 en),0,6,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"{""highway"": 1}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
186,Janne Byfors,https://www.openstreetmap.org/user/Janne%20Byfors,18638679,2,7,Turkey,RapiD 1.1.9-tm.1,0,5,0,0,2,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 1, ""highway"": 1, ""surface"": 1}",{},"#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
187,Catalina Decker,https://www.openstreetmap.org/user/Catalina%20Decker,17376505,1,5,Syrian Arab Republic,iD 2.21.1,0,4,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 1}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
188,Jrw1993,https://www.openstreetmap.org/user/Jrw1993,11735131,1,5,Syrian Arab Republic,iD 2.21.1,0,4,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 1}",{},"#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
189,Razmee,https://www.openstreetmap.org/user/Razmee,16270190,1,5,Syrian Arab Republic,iD 2.21.1,0,4,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 1}",{},"#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
190,yelizcan,https://www.openstreetmap.org/user/yelizcan,12194759,1,5,Turkey,RapiD 1.1.9-tm.1,0,0,3,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,{},"{""highway"": 2, ""source"": 2}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
191,Nabin Ray,https://www.openstreetmap.org/user/Nabin%20Ray,15658073,1,5,Turkey,JOSM/1.5 (18427 en_GB),0,2,3,0,0,0,0,0,0,0,0,0,,,,,,,,,{},{},"#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
192,Dead_Narwhal,https://www.openstreetmap.org/user/Dead_Narwhal,17750138,1,5,Syrian Arab Republic,iD 2.21.1,0,4,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 1}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
193,James Nichols,https://www.openstreetmap.org/user/James%20Nichols,17563587,1,5,Syrian Arab Republic,iD 2.21.1,0,4,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 1}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
194,sagarawrz07,https://www.openstreetmap.org/user/sagarawrz07,4831756,1,1,Turkey,iD 2.25.1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""addr:district"": 1, ""check_date"": 1, ""fixme"": 1, ""name"": 1, ""note"": 1, ""phone"": 1, ""shop"": 1, ""source"": 1}",{},"#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey,#hotosm,#SMforST2023,#maproulette",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
