rank,name,uid,changesets,map_changes,countries,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags
129,Govinda Yadav,13252552,2,664,Nepal,522,31,0,109,2,0,0,0,0,0,0,106,1,3,0,0,0,0,0,"{""building"": 106, ""highway"": 3}","{""building"": 1, ""natural"": 1}","#hotosm-project-12950,#MissingMaps,#Nepal,#NRCS,#redcross,#ENCORE"
130,Ashley Gullett - 2,18391307,8,654,Kenya,540,0,0,114,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,"{""building"": 114}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
131,rk1007,18243394,4,651,"Chad,Libyan Arab Jamahiriya",528,0,31,88,0,4,0,0,0,0,0,88,0,0,0,0,0,0,0,"{""building"": 88}",{},"#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#haileybury,#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
132,Kukun Mishra,2969753,15,643,India,464,56,5,115,2,1,0,0,0,0,0,115,2,0,0,0,0,0,0,"{""building"": 115}","{""building"": 2}",#hotosm-project-13626
133,BRPS,18194384,4,622,Sudan,508,1,0,113,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,"{""building"": 113}",{},"#hotosm-project-11682,#Msf,#MissingMaps,#Kassala,#Sudan"
134,Koko650,18223718,7,622,South Africa,502,2,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,"{""building"": 118, ""layer"": 6}",{},"#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
135,AWard2023,18391304,3,618,Kenya,509,0,0,109,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,"{""building"": 109}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
136,StevensE,18391211,8,607,Kenya,497,0,0,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,"{""building"": 110}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
137,Delbs,14024491,2,595,Philippines,239,293,6,46,11,0,0,0,0,0,0,46,11,0,0,0,0,0,0,"{""building"": 46}","{""building"": 11, ""addr:city"": 9, ""addr:postcode"": 9, ""addr:province"": 9}","#hotosm-project-11827,#COLLABDev,#P3D,#AER,#CDO-remote-mapping"
138,Kicking Leaves,12405934,14,593,Botswana,439,27,34,83,2,8,0,0,0,0,0,83,2,0,0,0,0,0,0,"{""building"": 83, ""man_made"": 2}","{""building"": 2, ""man_made"": 2}","#hotosm-project-9645,#covid19,#COVBots"
139,R@bina dhakal,17378030,31,553,Vietnam,438,5,1,107,2,0,0,0,0,0,0,105,1,2,1,0,0,0,0,"{""building"": 105, ""highway"": 2}","{""highway"": 1, ""building"": 1}","#hotosm-project-12426,#RedRiverUrbanPlanning,#OSMVN"
140,mino-bg,11070642,8,545,United Republic of Tanzania,439,0,0,106,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,"{""building"": 106}",{},"#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
141,Wan Mastura,17860271,6,540,Malaysia,142,263,44,33,47,11,0,0,0,0,0,33,47,0,0,0,0,0,0,"{""building"": 33}","{""building"": 47, ""building:levels"": 1}","#hotosm-project-13864,#uinspire,#uinspiremalaysia,#uinspireindonesia,#samukm,#SAfloodmapping,#grabmalaysia,#OSMMalaysia"
142,Edwright,18195603,2,527,"Chad,Libyan Arab Jamahiriya",297,19,137,65,1,8,0,0,0,0,0,65,0,0,0,0,0,0,1,"{""building"": 65}","{""amenity"": 1, ""healthcare"": 1, ""healthcare:speciality"": 1, ""name"": 1, ""name:en"": 1}","#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#haileybury,#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
143,Arnold Nkwabong,15739934,5,526,"Libyan Arab Jamahiriya,Togo,Egypt",291,189,0,44,2,0,0,0,0,0,0,35,1,9,1,0,0,0,0,"{""building"": 35, ""highway"": 9, ""surface"": 9, ""source"": 3}","{""highway"": 1, ""source"": 1, ""surface"": 1, ""building"": 1}","#hotosm-project-10218,#OSMGeoWeek,#MapLibya,#LNSDI,#MapTripoli,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air,#Added,#lovemaps,#28for28,#hotosm-project-13840,#wnahub,#sustainableCitiesAndCommunities,#OSMTogo,#MiaTouTogo,#Map4Togo,#hotosm-project-14189,#OSM"
144,Steph Young,18391198,4,525,Kenya,427,0,0,98,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,"{""building"": 98}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
145,sabsfary_,18391292,6,523,Kenya,438,0,0,85,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,"{""building"": 85}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
146,colargol,161202,2,520,Mali,358,75,1,83,3,0,0,0,0,0,0,83,0,0,2,0,0,0,1,"{""building"": 83}","{""highway"": 2, ""amenity"": 1, ""capacity:pupils"": 1, ""capacity:teachers"": 1, ""drinking_water"": 1, ""is_in:cercle"": 1, ""is_in:commune"": 1, ""is_in:village"": 1, ""isced:level"": 1, ""name"": 1, ""operator:type"": 1, ""restaurant"": 1, ""school:ML:academie"": 1, ""school:ML:cap"": 1, ""source"": 1, ""toilets"": 1, ""toilets:number"": 1, ""landuse"": 1, ""surface"": 1}","#hotosm-project-13816,#CartONG,#MissingMaps,#Arcade,#DEMBELA,#Mali"
147,NikiP,18391224,4,519,Kenya,422,0,2,92,2,1,0,0,0,0,0,92,1,0,1,0,0,0,0,"{""building"": 92}","{""highway"": 1, ""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
148,Nicholas Smith LexisNexis,18391230,8,516,Kenya,433,0,0,83,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,"{""building"": 83}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
149,Aadarsha Acharya,14575555,1,512,Kenya,169,301,0,41,1,0,0,0,0,0,0,41,0,0,1,0,0,0,0,"{""building"": 41}","{""highway"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#gesan,#youthmappers,#geoneer"
150,LadyBirdCGR,18391227,2,500,Kenya,422,0,0,78,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,"{""building"": 78}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
151,ErinCMcQueen,18391204,6,494,Kenya,412,0,0,82,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,"{""building"": 82}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
152,MH1010haileyburycom,18173457,2,487,"Chad,Libyan Arab Jamahiriya",267,2,125,63,0,30,0,0,0,0,0,63,0,0,0,0,0,0,0,"{""building"": 63}",{},"#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air,#haileybury"
153,Winnie Blanchfield,18358301,2,487,Kenya,357,32,4,87,6,1,0,0,0,0,0,51,0,36,6,0,0,0,0,"{""building"": 51, ""highway"": 36}","{""highway"": 6, ""AUTO_ID"": 1, ""ref"": 1, ""source"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
154,BlockWoodFish78,14123939,3,478,"South Africa,Kenya,Rwanda",385,14,0,76,3,0,0,0,0,0,0,76,2,0,1,0,0,0,0,"{""building"": 76, ""name"": 1}","{""building"": 2, ""highway"": 1, ""name"": 1}","#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA,#reigatemissingmaps,#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN,#hotosm-project-13146,#MapRwanda,#OSMAfrica,#rwandayouthmappers"
155,Henk Kamphuis,12564859,6,476,Democratic Republic of the Congo,193,124,95,45,3,16,0,0,0,0,0,45,0,0,3,0,0,0,0,"{""building"": 45, ""abandoned"": 2}","{""highway"": 3}","#hotosm-project-12803,#2022DRC,#Kisangani,#msf,#missingmaps"
156,taojingyao,18173419,3,472,"Chad,Libyan Arab Jamahiriya",305,121,10,20,13,3,0,0,0,0,0,20,13,0,0,0,0,0,0,"{""building"": 20, ""layer"": 1}","{""building"": 13}","#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#haileybury,#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
157,DeepikaSud,18391256,5,464,Kenya,392,0,0,72,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,"{""building"": 72}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
158,jaggededge,6345222,5,461,South Africa,49,377,10,8,17,0,0,0,0,0,0,8,17,0,0,0,0,0,0,"{""building"": 8}","{""building"": 17}","#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA,#adt"
159,AnnaHill91,18391229,6,459,Kenya,378,1,0,79,1,0,0,0,0,0,0,79,1,0,0,0,0,0,0,"{""building"": 79}","{""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
160,birgitt m,17722275,2,453,Nigeria,367,28,12,43,0,3,0,0,0,0,0,43,0,0,0,0,0,0,0,"{""building"": 43}",{},"#hotosm-project-11871,#Msf,#MissingMaps,#2021NigeriaNoma,#Goronyo,#Nigeria"
161,Stacey Joy,18391214,3,451,Kenya,372,0,0,79,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,"{""building"": 79}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
162,JoshuaOrais,13882764,2,450,Vietnam,314,65,2,64,5,0,0,0,0,0,0,64,5,0,0,0,0,0,0,"{""building"": 64}","{""building"": 5}","#hotosm-project-12426,#RedRiverUrbanPlanning,#OSMVN"
163,R2D219,18391193,4,445,Kenya,366,0,0,79,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,"{""building"": 79}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
164,Spags,18391289,3,441,Kenya,319,0,33,81,0,8,0,0,0,0,0,81,0,0,0,0,0,0,0,"{""building"": 81}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
165,Palolo,385046,12,437,United Republic of Tanzania,265,142,0,18,12,0,0,0,0,0,1,15,1,2,11,0,0,0,0,"{""building"": 15, ""highway"": 2, ""leisure"": 1, ""sport"": 1}","{""highway"": 11, ""source"": 7, ""surface"": 3, ""country"": 1, ""district"": 1, ""name"": 1, ""place"": 1, ""region"": 1, ""ward"": 1, ""source:date"": 1, ""building"": 1}","#hotosm-project-13988,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps,#hotosm-project-14132"
166,Qwajo OSM,4853701,3,414,Togo,130,186,66,20,8,4,0,0,0,0,0,19,2,1,6,0,0,0,0,"{""building"": 19, ""highway"": 1}","{""source"": 7, ""highway"": 6, ""building"": 2}","#hotosm-project-13840,#wnahub,#sustainableCitiesAndCommunities,#OSMTogo,#MiaTouTogo,#Map4Togo"
167,judithmurage,17275323,2,397,Kenya,322,2,0,73,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,"{""building"": 69}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN,#lovemaps,#28for28,#ghana"
168,rosemitf,18287732,9,396,"Colombia,Namibia,Kenya,Nigeria,Zambia,Rwanda,Sri Lanka",173,138,26,35,19,5,0,0,0,0,0,35,17,0,1,0,0,0,0,"{""building"": 35}","{""building"": 17, ""landuse"": 1, ""highway"": 1}","#hotosm-project-7926,#MigrationCrisisDarien,#OSMCol,#hotmicrogrants2019,#hotosm-project-8032,#NUST,#hotosm-project-9401,#homestreethome,#hotosm-project-13280-,#Floodrisk,#IDP,#GRMI2022,#hotosm-project-12307,#zambia-census,#acthot,#awsmapathon,#hotosm-project-13138,#MapRwanda,#OSMAfrica,#hotosm-project-8002"
169,GEOG281_Jon_Starlord,18329459,4,388,"Sri Lanka,Lesotho",339,21,0,18,10,0,0,0,0,0,1,6,0,7,10,0,0,0,0,"{""highway"": 7, ""building"": 6, ""natural"": 4, ""historic"": 1}","{""highway"": 10, ""maxspeed"": 6, ""surface"": 3, ""natural"": 1, ""FIXME"": 1, ""fixme"": 1}","#hotosm-project-8002,#hotosm-project-1945,#maplesotho,#mlmstask"
170,Oluwafemi_Adeyemo,11432684,1,387,Kenya,309,12,0,65,1,0,0,0,0,0,0,65,1,0,0,0,0,0,0,"{""building"": 65}","{""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN,#youthmappersfuta"
171,Orlando12345,18243559,3,385,"Libyan Arab Jamahiriya,Chad",312,0,0,73,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,"{""building"": 73}",{},"#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air,#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#haileybury"
172,VenuzNubia,18343379,11,384,Indonesia,367,0,0,16,1,0,0,0,0,1,0,5,0,11,1,0,0,0,0,"{""highway"": 11, ""building"": 5, ""name"": 1}","{""highway"": 1}","#hotosm-project-13865,#PolioOutbreakResponse,#SLSI,#OpenMapping_AsiaPacific"
173,KM2023,18391311,5,384,Kenya,322,0,0,62,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,"{""building"": 62}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
174,ALINSA,18391326,1,380,Kenya,314,0,0,66,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,"{""building"": 66}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
175,ilyessem,5164102,8,379,Algeria,157,33,67,52,70,0,0,0,0,0,0,51,68,0,1,0,0,0,0,"{""building"": 51, ""building:levels"": 1}","{""building"": 68, ""highway"": 1, ""name"": 1, ""place"": 1, ""layer"": 1}","#hotosm-project-14104,#OSMGeoWeek,#MapALGERIA,#ANSDI,#ANDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air,#hotosm-project-14182"
176,zmthomas,17128720,3,378,Kenya,304,0,0,74,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,"{""building"": 74}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
177,EmmPha,9379761,26,375,El Salvador,281,27,4,61,0,2,0,0,0,0,0,61,0,0,0,0,0,0,0,"{""building"": 61}",{},"#hotosm-project-13962,#OpenCitiesLAC,#hoganlovells,#hoganlovellslouisville,#hotosm-project-13796"
178,Average Armadillo,15045131,1,374,South Africa,248,67,5,45,8,1,0,0,0,0,0,45,7,0,0,0,0,0,0,"{""building"": 45, ""name"": 1}","{""building"": 7, ""landuse"": 1}","#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
179,KellyHScott,18245599,15,374,El Salvador,305,0,0,69,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,"{""building"": 69}",{},"#hotosm-project-14047,#OpenCitiesLAC,#amm,#AWSMapathonJan23"
180,isteger,18387835,1,365,United Republic of Tanzania,292,0,0,73,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,"{""building"": 73}",{},"#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
181,SullivanHoare,18243563,2,364,"Chad,Libyan Arab Jamahiriya",312,4,0,47,1,0,0,0,0,0,0,47,1,0,0,0,0,0,0,"{""building"": 47}","{""building"": 1}","#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
182,XSUIRAM,18316200,2,360,Egypt,297,17,1,41,4,0,0,0,0,0,0,41,4,0,0,0,0,0,0,"{""building"": 41}","{""building"": 4, ""addr:city"": 1, ""addr:postcode"": 1, ""building:levels"": 1}","#hotosm-project-13618,#missingmaps"
183,Nick Lootens,18391306,1,358,Kenya,288,4,0,66,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,"{""building"": 66}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
184,Zac Cammerman,18173465,2,352,"Chad,Libyan Arab Jamahiriya",233,0,55,52,0,12,0,0,0,0,0,52,0,0,0,0,0,0,0,"{""building"": 52}",{},"#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
185,Pichalupa,17681500,8,346,United Republic of Tanzania,256,35,0,54,1,0,0,0,0,0,0,54,0,0,1,0,0,0,0,"{""building"": 54}","{""highway"": 1}","#hotosm-project-13988,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
186,jbartolo773,6173377,8,343,Libyan Arab Jamahiriya,45,282,6,3,5,2,0,0,0,0,0,3,3,0,2,0,0,0,0,"{""building"": 3}","{""building"": 3, ""highway"": 2}","#hotosm-project-10218,#OSMGeoWeek,#MapLibya,#LNSDI,#MapTripoli,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
187,tx2ny,14432270,10,342,El Salvador,273,12,0,56,1,0,0,0,0,0,0,56,1,0,0,0,0,0,0,"{""building"": 56}","{""building"": 1}","#hotosm-project-13969,#OpenCitiesLAC,#jpmc"
188,Enora Lecuyer,14131640,1,340,Angola,300,0,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,"{""building"": 40}",{},"#hotosm-project-14188,#HuilaProvince,#msf,#missingmaps"
189,Lana Goodera,17913345,5,330,Kenya,273,0,0,56,1,0,0,0,0,0,0,56,0,0,1,0,0,0,0,"{""building"": 56}","{""highway"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
190,Amy Crawford,18391295,6,329,Kenya,273,0,0,56,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,"{""building"": 44}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
191,ErickaR,18391208,6,327,Kenya,267,0,0,59,1,0,0,0,0,0,0,59,0,0,1,0,0,0,0,"{""building"": 59}","{""highway"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
192,Vedis Chan,12827184,7,325,United Republic of Tanzania,264,0,0,60,1,0,0,0,0,0,0,60,1,0,0,0,0,0,0,"{""building"": 60}","{""building"": 1}","#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
193,Patrick ZJ,18314293,3,324,United Republic of Tanzania,257,1,0,64,2,0,0,0,0,0,0,64,0,0,2,0,0,0,0,"{""building"": 64}","{""highway"": 2, ""source"": 2}","#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
194,MM155650,14991262,2,322,Rwanda,270,0,0,45,7,0,0,0,0,3,0,38,0,7,6,0,1,0,0,"{""building"": 38, ""highway"": 7, ""ford"": 3}","{""highway"": 6, ""name"": 1, ""waterway"": 1}","#hotosm-project-13146,#MapRwanda,#OSMAfrica,#rwandayouthmappers"
195,martien-176,9621269,4,320,Nepal,123,130,41,14,5,7,0,0,0,0,0,12,0,0,4,0,0,0,0,"{""building"": 12, ""Fast"": 2, ""natural"": 2}","{""highway"": 4, ""natural"": 1}","#hotosm-project-14074,#Kakani,#dmd,#mapbuds,#youthmappers,#digitalnepal,#osmnepal,#gesan,#missingmaps,#129"
196,Cindy LN,18391271,6,319,Kenya,261,0,0,58,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,"{""building"": 58}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
197,darkergraphic,18391195,9,319,Kenya,261,0,0,58,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,"{""building"": 58}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
198,Dibikshya Shrestha,16060450,2,310,"Nepal,Vietnam",250,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,"{""building"": 60}",{},"#hotosm-project-14015,#MappingRuralNepal,#bijaynagar,#OSMNepal,#YouthMappers,#OMHAP,#missingmaps,#digitalnepal,#mapbuds,#gesan,#geoneer,#youthmappers,#hotosm-project-12426,#RedRiverUrbanPlanning,#OSMVN,#GESAN,#naxa,#KLL,#YILAB,#ThakuriMaps"
199,rowsons37,18168620,8,307,Zambia,250,0,0,57,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,"{""building"": 57}",{},"#hotosm-project-12307,#zambia-census,#acthot,#awsmapathon"
200,Matthew Whitehead,17893122,3,302,"Chad,Libyan Arab Jamahiriya",239,4,12,42,2,3,0,0,0,0,0,42,2,0,0,0,0,0,0,"{""building"": 42}","{""building"": 2}","#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#haileybury,#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
201,CJ Rothwell,14105128,11,298,Kenya,242,0,0,55,1,0,0,0,0,0,0,55,1,0,0,0,0,0,0,"{""building"": 55}","{""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
202,Willwillwillwill123456789,18243554,1,296,Libyan Arab Jamahiriya,258,0,0,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,"{""building"": 38}",{},"#hotosm-project-10220,#OSMGeoWeek,#MapLibya,#LNSDI,#MapMurqub,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
203,Daniel Specht,2393795,3,295,Nepal,80,18,156,13,8,20,0,0,0,0,0,7,0,1,7,2,1,0,0,"{""building"": 7, ""landuse"": 3, ""waterway"": 2, ""highway"": 1, ""intermittent"": 1}","{""highway"": 7, ""intermittent"": 1, ""waterway"": 1}","#hotosm-project-8942,#KLL,#covid_19,#mappingtheunmapped,#mapforcause,#osmnepal,#covid19-nepal"
204,IssyShepheard,17845204,1,295,Bangladesh,237,0,0,57,1,0,0,0,0,0,0,57,1,0,0,0,0,0,0,"{""building"": 57}","{""building"": 1}",#hotosm-project-12768
205,Nakayuza Hanita,18378242,2,291,Uganda,194,47,7,39,3,1,0,0,0,0,0,39,3,0,0,0,0,0,0,"{""building"": 39}","{""building"": 3}","#hotosm-project-12998,#Osmug,#missingmaps,#CommunityMapping,#PMM"
206,MamaCaz,18391190,2,285,Kenya,235,0,4,42,3,1,0,0,0,0,0,40,1,0,2,0,0,0,0,"{""building"": 40, ""natural"": 2}","{""highway"": 2, ""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
207,Adam Fitzgerald (Linklaters),14475890,3,284,Brazil,221,0,13,47,0,3,0,0,0,0,0,47,0,0,0,0,0,0,0,"{""building"": 47}",{},"#hotosm-project-12593,#UMBRAOSM,#BRASIL,#2022"
208,Antimuonium,8536397,3,284,Nepal,155,113,0,8,8,0,0,0,0,0,0,7,0,1,5,0,0,0,0,"{""building"": 7, ""highway"": 1}","{""highway"": 5, ""ref"": 3, ""natural"": 3, ""source"": 1}","#hotosm-project-13991,#dmd,#mapbuds,#youthmappers,#digitalnepal,#osmnepal,#missingmaps"
209,kseong4,18388027,3,283,United Republic of Tanzania,226,0,0,57,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,"{""building"": 57}",{},"#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
210,DW-LNRS-2023,18391336,2,282,Kenya,237,0,0,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,"{""building"": 45}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
211,Tdevri,18391226,1,279,Kenya,229,1,0,49,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,"{""building"": 49}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
